DATE,RU3000TR
2017-08-16,7459.98
2017-08-17,7343.99
2017-08-18,7331.31
2017-08-21,7338.61
2017-08-22,7412.09
2017-08-23,7390.34
2017-08-24,7379.95
2017-08-25,7393.86
2017-08-28,7398.35
2017-08-29,7404.28
2017-08-30,7443.22
2017-08-31,7491.82
2017-09-01,7510.92
2017-09-04,.
2017-09-05,7450.70
2017-09-06,7471.63
2017-09-07,7468.41
2017-09-08,7460.61
2017-09-11,7542.50
2017-09-12,7571.01
2017-09-13,7576.43
2017-09-14,7570.56
2017-09-15,7587.72
2017-09-18,7604.66
2017-09-19,7611.21
2017-09-20,7620.02
2017-09-21,7598.55
2017-09-22,7606.88
2017-09-25,7592.41
2017-09-26,7595.13
2017-09-27,7635.80
2017-09-28,7647.99
2017-09-29,7674.52
2017-10-02,7711.52
2017-10-03,7729.13
2017-10-04,7736.99
2017-10-05,7778.57
2017-10-06,7772.30
2017-10-09,7755.91
2017-10-10,7773.90
2017-10-11,7785.98
2017-10-12,7774.82
2017-10-13,7779.56
2017-10-16,7791.29
2017-10-17,7793.11
2017-10-18,7801.76
2017-10-19,7803.41
2017-10-20,7844.26
2017-10-23,7809.47
2017-10-24,7822.45
2017-10-25,7784.19
2017-10-26,7797.53
2017-10-27,7858.19
2017-10-30,7826.98
2017-10-31,7842.00
2017-11-01,7847.26
2017-11-02,7850.09
2017-11-03,7873.18
2017-11-06,7885.83
2017-11-07,7873.16
2017-11-08,7885.22
2017-11-09,7855.78
2017-11-10,7853.59
2017-11-13,7860.77
2017-11-14,7843.53
2017-11-15,7803.01
2017-11-16,7874.44
2017-11-17,7863.45
2017-11-20,7878.40
2017-11-21,7933.10
2017-11-22,7928.02
2017-11-23,.
2017-11-24,7944.12
2017-11-27,7937.34
2017-11-28,8018.00
2017-11-29,8018.07
2017-11-30,8080.12
2017-12-01,8063.21
2017-12-04,8052.21
2017-12-05,8017.00
2017-12-06,8010.57
2017-12-07,8041.91
2017-12-08,8083.92
2017-12-11,8105.52
2017-12-12,8112.89
2017-12-13,8112.68
2017-12-14,8075.19
2017-12-15,8151.99
2017-12-18,8203.22
2017-12-19,8173.46
2017-12-20,8170.72
2017-12-21,8189.38
2017-12-22,8185.44
2017-12-25,.
2017-12-26,8179.36
2017-12-27,8185.85
2017-12-28,8205.06
2017-12-29,8160.88
2018-01-01,.
2018-01-02,8228.76
2018-01-03,8276.86
2018-01-04,8308.38
2018-01-05,8361.78
2018-01-08,8377.28
2018-01-09,8387.50
2018-01-10,8377.43
2018-01-11,8447.28
2018-01-12,8498.86
2018-01-15,.
2018-01-16,8460.31
2018-01-17,8538.39
2018-01-18,8521.20
2018-01-19,8568.53
2018-01-22,8635.73
2018-01-23,8656.84
2018-01-24,8645.54
2018-01-25,8649.72
2018-01-26,8742.33
2018-01-29,8683.32
2018-01-30,8591.10
2018-01-31,8591.05
2018-02-01,8590.88
2018-02-02,8411.68
2018-02-05,8076.73
2018-02-06,8207.13
2018-02-07,8173.32
2018-02-08,7875.34
2018-02-09,7987.52
2018-02-12,8094.26
2018-02-13,8117.22
2018-02-14,8233.66
2018-02-15,8332.89
2018-02-16,8338.95
2018-02-19,.
2018-02-20,8290.00
2018-02-21,8250.59
2018-02-22,8255.23
2018-02-23,8383.07
2018-02-26,8474.08
2018-02-27,8366.24
2018-02-28,8274.38
2018-03-01,8177.37
2018-03-02,8230.95
2018-03-05,8320.14
2018-03-06,8351.37
2018-03-07,8355.86
2018-03-08,8388.52
2018-03-09,8529.65
2018-03-12,8524.28
2018-03-13,8471.84
2018-03-14,8427.48
2018-03-15,8416.22
2018-03-16,8436.10
2018-03-19,8322.36
2018-03-20,8334.31
2018-03-21,8327.88
2018-03-22,8121.86
2018-03-23,7953.92
2018-03-26,8162.26
2018-03-27,8019.99
2018-03-28,8000.11
2018-03-29,8108.28
2018-03-30,.
2018-04-02,7925.67
2018-04-03,8024.67
2018-04-04,8117.18
2018-04-05,8174.81
2018-04-06,8000.15
2018-04-09,8024.08
2018-04-10,8159.85
2018-04-11,8123.00
2018-04-12,8187.05
2018-04-13,8160.81
2018-04-16,8228.33
2018-04-17,8316.12
2018-04-18,8326.21
2018-04-19,8279.37
2018-04-20,8212.96
2018-04-23,8211.25
2018-04-24,8109.38
2018-04-25,8119.50
2018-04-26,8198.13
2018-04-27,8204.81
2018-04-30,8139.10
2018-05-01,8161.30
2018-05-02,8111.52
2018-05-03,8091.82
2018-05-04,8197.49
2018-05-07,8232.34
2018-05-08,8235.67
2018-05-09,8311.81
2018-05-10,8385.05
2018-05-11,8400.48
2018-05-14,8403.78
2018-05-15,8353.55
2018-05-16,8393.83
2018-05-17,8394.77
2018-05-18,8378.19
2018-05-21,8440.07
2018-05-22,8408.58
2018-05-23,8433.46
2018-05-24,8420.10
2018-05-25,8403.49
2018-05-28,.
2018-05-29,8318.72
2018-05-30,8426.74
2018-05-31,8368.87
2018-06-01,8456.45
