DATE,BAMLC0A0CM
2019-02-18,1.32
2019-02-19,1.32
2019-02-20,1.32
2019-02-21,1.32
2019-02-22,1.32
2019-02-25,1.31
2019-02-26,1.31
2019-02-27,1.30
2019-02-28,1.29
2019-03-01,1.28
2019-03-04,1.27
2019-03-05,1.27
2019-03-06,1.28
2019-03-07,1.29
2019-03-08,1.29
2019-03-11,1.29
2019-03-12,1.28
2019-03-13,1.28
2019-03-14,1.27
2019-03-15,1.26
2019-03-18,1.26
2019-03-19,1.25
2019-03-20,1.26
2019-03-21,1.25
2019-03-22,1.25
2019-03-25,1.25
2019-03-26,1.25
2019-03-27,1.25
2019-03-28,1.25
2019-03-29,1.25
2019-03-31,1.27
2019-04-01,1.25
2019-04-02,1.25
2019-04-03,1.24
2019-04-04,1.24
2019-04-05,1.23
2019-04-08,1.22
2019-04-09,1.22
2019-04-10,1.21
2019-04-11,1.20
2019-04-12,1.18
2019-04-15,1.17
2019-04-16,1.16
2019-04-17,1.16
2019-04-18,1.17
2019-04-19,.
2019-04-22,1.17
2019-04-23,1.17
2019-04-24,1.17
2019-04-25,1.17
2019-04-26,1.17
2019-04-29,1.16
2019-04-30,1.17
2019-05-01,1.17
2019-05-02,1.18
